,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state
10,2,Morning Run,5939.2,1923,2029,42.3,Run,0.0,3701627295,5EF5553E-AF09-4AA7-BC84-AD7780747D67-activity.fit,3952986919.0,2020-07-02T08:35:06Z,2020-07-02T09:35:06Z,(GMT+00:00) Europe/London,3600.0,"[51.593217, -1.792966]","[51.593806, -1.793015]",,,,51.593217,-1.792966,1,0,0,1,0,False,False,False,False,everyone,False,,False,3952986919,3.089,6.5,False,False,False,123.9,91.9,1,0,False,38178931,1,a3701627295,qx{yH`e}IDBFEA?PTDCEa@JJFTIMGA@FF?Xa@FC@a@FDPPLv@L`@FLTPh@l@h@\RVz@l@r@|@Lp@Pj@`@`CRx@Hn@H^RhAFDHLHXHLb@\Tb@FAVSXc@dAqAXc@X{@Tg@VaALMDKFi@p@gDr@aG`@{BIoCQwBFu@Eg@AqAK[WQEU@MHm@FOHOZ}@`@{@B_APo@LaAVaA`@sBv@_Dd@}CEo@Jk@Bo@f@oBAOJe@~@yCf@cANu@Vi@NcATg@f@s@BYf@kANSBQLk@HCFGDQJO^{@RWBIFSLcB?s@Dw@BmA@kBAo@IuBIeAQgBKo@IUmAc@KGo@QcBGK@s@I]?c@CGDm@nAQB_@UBSe@k@OKY_@s@a@g@a@_AYk@[WESQQCw@_@mAWYCKGWCU@e@E_@Oe@G]?GBKAUD]Bg@HmAd@EF[LSNcB~AMXy@dAW^a@lAYf@c@fAu@`AKFe@j@Gb@?|@KVQTm@PSBg@V_@Je@XSP[JKFw@l@cA^c@d@]d@[RS\I^_@v@wAtBWn@KZCR?b@Cb@@`AA^INSPGJ_@|@OVe@|AQ\G`@_@`@Kb@OZ[dASVSDSNW@OHSBWFKHAFFZDp@Jn@H~CMXKb@MXm@l@MRIZBl@NpBA`Ac@fBM~@MhECt@OvAKd@_@n@Gv@CHBl@Eb@@VF^ANJ\Bd@BR?d@Hn@L`@VZHNZ@A@D@TTVMTLHLHDHNJr@f@jBHF\LL\DBXK\_@TMV_@T?ZGf@UVWFC^DFEb@a@Ja@Lq@Dq@?cAD_@BCPBf@[b@MBEBMNe@HACk@QMIOIQC]?g@Fa@Ae@BEJFVb@TdADHHFD@HCHBTXJDT\D@T\NHTV`BzCFD|@TFDX\BJCD@@DALQVOXIJM?@DAH@\QZG,2
11,2,Morning Run,5998.6,1897,2021,41.7,Run,0.0,3691676334,14330321-DD96-40CD-8A64-4E5CF6BC9425-activity.fit,3942102895.0,2020-06-30T08:13:39Z,2020-06-30T09:13:39Z,(GMT+00:00) Europe/London,3600.0,"[51.593132, -1.792973]","[51.593471, -1.793047]",,,,51.593132,-1.792973,0,0,0,1,0,False,False,False,False,everyone,False,,False,3942102895,3.162,11.1,False,False,False,123.9,90.9,0,0,False,38178931,1,a3691676334,ax{yHbe}IAEt@}AB@?NGh@Fd@JRb@j@hAR\d@\p@x@lAX`Ah@r@V~@Nv@H`CDVHVEb@@V@@FE@@F^BDZJZTN`@@HJ@JCLUJILWNQZs@TE^w@HEHOPa@HGPs@Re@Hi@FG@a@FOXiATyALi@VyAJiAZw@Vw@Du@AgBO}BF{ALs@?WIa@MSOa@?G@YJw@N_A^iARiBCWFcBL}@V_C\sBL[Jc@^gCJYR{Ab@iBZ}@JQFWlAyCPYB{@Jg@P_@Jg@NUDCJ?TOh@o@Rg@Ra@Vs@LO\iAPQNYRq@Lk@Aa@PiC?sCK}COeAOgCG_@SYUKeCc@g@Ce@Fk@GUGaAGG?CDUf@_@l@OGO?CACIBYEMQYi@]qB_BYIg@Ga@Ka@[EBGEiAa@k@_@u@G[I}@Bi@DMAID]GGHEr@KAQSMCSAODW@c@Rw@T_BdA]JQNOT_@ZIL_DdHoAxAU`@Id@GdAQZIHcALEBO?OFq@Pw@j@}Br@UP_@l@g@f@QZOb@MF[f@{ArCKXMh@@dAIlBeA|BIVIf@OJW`@m@zAS`@g@xAW^c@Le@DODOHKNB^Nh@BZ@hAInBGf@Of@cAvAIRAJLd@PdA?PEb@g@pBOz@Gv@EbAAjAOnCUfA_@~@GhABDEJA`@Bd@DHFj@Pb@AJKPBLJ\N`AXj@?JNETPHJHFPAPDJED@X^PHBJ?VDn@Hd@Nb@f@TZh@N?z@k@T_@TSXAFDNAXUZ_@h@MFBJAPWNYZ_B@Q?c@He@DGHALILe@NYLa@HQ@a@FS@SMa@G]EkBFIDADBHPFf@NZPx@RD`@TZ^BBDVJXB@@HFD`@LTPPd@HFd@vANFVb@XXN@HHNHJAHDD?v@a@p@KFCT?XCl@g@@E,2
12,2,Morning Run,5937.2,1930,2020,42.1,Run,0.0,3676830912,3AEC6EBF-45B5-4A51-BCED-4FC7535D440E-activity.fit,3925900780.0,2020-06-27T07:04:53Z,2020-06-27T08:04:53Z,(GMT+00:00) Europe/London,3600.0,"[51.593113, -1.793336]","[51.593584, -1.793341]",,,,51.593113,-1.793336,0,0,0,1,0,False,False,False,False,everyone,False,,False,3925900780,3.076,7.8,False,False,False,123.2,91.9,0,0,False,38178931,1,a3676830912,}w{yHjg}I@??FDPLBBCTCTg@B?BF@^BBDD\GD?^f@LAh@YF@Lp@Hp@HXGZC~AHl@JVHBN`@Ll@LrCDZBFHBBJL?b@l@PDJ?PIZ_@HCR@FCNg@NM^y@b@eBFa@TaAHWNYXkAL{@Bg@Ha@?_@Be@TiAB]L{@D_Al@aEPkBDMLi@JUNs@r@aB^iAXuBBe@N{@@]ZyARwC^{BFw@Ng@p@}DJ{@XuA\sAPe@Lw@Pm@V[To@\m@Pe@^u@Rw@@CCB?C@ITQh@cA^YRa@LM`@k@\w@NSBOE_AGe@?}@GUDi@FiBHkA@WGqABSASEa@GsAWoBG_AI_@QKOAoBC[EO@YCS@uBKQLIXWTOVSFI?GIEYa@u@]c@a@Yu@_@SOq@UQKWUKQa@Am@Y}@YSCmA][EW@QJOD_AMCBGFEV?^CLYn@]XE@EF]Ta@Pk@LIHU@GAa@\[z@MH[Z]XOFKTc@`@MPGTCZOVIVs@b@SPMH[d@q@d@KNIVML_@LUNMBm@\cAZa@VORSD[L[NKHQ?]PUDMN]h@YZ]VIJGVw@zAg@dA[d@[v@E^?`@Jj@Bx@AFO`@q@v@GXUh@_@z@_@n@Up@OVIZSb@]`AY\]RaAPGBKRDj@F^JnBAbAMb@B^E^KZKNg@f@K\@z@Lx@Dz@Mx@a@hAEREx@ExAS`BB~@Gp@Mp@a@t@Gl@GBK`A@n@TdAFd@?d@Mp@?RRr@BRJH\LPA@@BCD?TPNXJJJDHENJp@`Bd@|ANND@F?B@HTFD`@KH@l@WJMD?@GPQJGXENGXC\Uh@g@LFN@HICUBQF_BIoA@]FEb@LLI\}ANYBSEw@MYG_@C{@F]@o@DBHb@Nd@L`ALh@JLR?XTJPJZLJ^`@`@ND?LIJARHPd@Lh@Pj@JRZLf@Lf@Z\Zf@@HCN?ZNn@HHCXi@BM,2
13,2,Morning Run,4994.7,1606,1665,35.6,Run,0.0,3667978114,78C3C9A4-B821-42B2-A16F-5F05202DC0CE-activity.fit,3916207650.0,2020-06-25T07:58:31Z,2020-06-25T08:58:31Z,(GMT+00:00) Europe/London,3600.0,"[51.593127, -1.793011]","[51.593711, -1.793345]",,,,51.593127,-1.793011,0,0,0,1,0,False,False,False,False,everyone,False,,False,3916207650,3.11,8.9,False,False,False,123.2,91.9,0,0,False,38178931,1,a3667978114,_x{yHje}I~@GPIHAHGF@HLDTTJDPJPVv@PVFNBVBDHDFCVNNDTPFFNf@Xf@j@|A^`CR~BJVTXDV?b@DVLPDPPQBGJIFMJELWVJN@LAVIPId@_@T]^gAPsANu@Fu@Pm@T{ABa@Ly@XeDZ}@N[\}@@[K{@SaAIoABkAGk@BiBQQa@UASFU`@e@XGVQHKL]Ho@FKDk@CwC@oAJaAVmBRiDd@qDr@yCd@}@`@}AZu@l@gATq@h@mAPM?c@Vw@DEH?LKXu@JMNa@FUXYXo@RUd@kAAKFq@@c@AQ@{@J}AAw@?iDO}Dc@cDIOYSy@CQEQCk@?aBGO@aAIG@OXI^ILGDQCEAGOg@c@]a@o@_@KK}@_@g@YeA[OIQEo@o@OIa@GSG]Qm@g@UIY?EB_@Du@@CBKLELC@Ib@S`@Y|@KHOHKLe@`@YFSHYDm@XSRKTIXIFQBOJSHIJWR]Lc@n@It@[x@Q\Y^a@V_@NOPg@`@Yf@E@[@cAf@m@No@^STYF}@h@M?ODw@\}@xA_@Zm@pAgBtCUd@EPIr@Fn@BfAGZa@`@EHG^?TJP@NAn@Bp@Hz@Nj@@T@n@CXBd@AfBEDENHd@AP@hBBDNt@N|AL\J~@HpA?pABXPhABv@Fx@@vAf@hCPn@HRTRNRf@dAL^Hh@Ld@NVLLJXl@|BJEFHZ?NJLHFLXPr@~@JHZd@PBRCf@\HHHJFRVMZIN@RH@C?@DG?BBADM,2
14,2,Morning Run,5010.3,1574,1592,37.2,Run,0.0,3641811644,3FD909D8-92A3-4F70-93AB-F1EBBAA20159-activity.fit,3887900796.0,2020-06-20T08:32:10Z,2020-06-20T09:32:10Z,(GMT+00:00) Europe/London,3600.0,"[51.593333, -1.792964]","[51.594081, -1.793136]",,,,51.593333,-1.792964,1,0,0,1,0,False,False,False,False,everyone,False,,False,3887900796,3.183,7.4,False,False,False,123.2,90.8,1,0,False,38178931,1,a3641811644,iy{yH`e}IYLE@?EVa@DEA??@BAFB`@Sh@i@PF`@ZFL\l@JXbAhBDVZf@Zp@Nf@d@dALbABl@DZR`@L~@XbANZHXDFHGB?DRJN@JDDJGFRLT@FPKHQLAV]Pe@FGZu@@CD?@GHU`@]Nc@FG\gABGPIHIN{@b@oA^yAj@qDLg@Hi@N_@D]CeA@s@M_BKo@AeCB_@Ga@ESKKEU?EBORc@Hq@HUT[d@{@?CKK?SDe@T_BXa@BQLMFWPQ\sB^mBn@wD~@uDBc@p@{BHg@LaAPs@Dc@XgBCk@No@HQJIFYPg@`@[JK\gAJMJE^i@Rc@F[JqB?c@TiEB}@AgCAg@E]Ai@Eg@EMI{@C}@MSc@Y[KSCKG]EO@a@EG@OGoB@i@KOJQXWZAZEHKGSQKm@EA[[SM]]QM[Ik@_@u@[_@YOGKIMCC@MEKQSKWG[Qs@Mw@Uy@Cg@JG?_@BUGKPOz@Qd@cBxASHe@HUJWV_@ZWXMDu@j@y@fACV]h@cAlBe@d@IBUR_@`@WRUH]b@w@R[X]Lc@JKJODa@\]PO@]P_AXED[r@}@x@a@~@c@r@WX]n@k@v@Wr@AXFl@AjBMb@_@d@I^AR@~@IjAL~@Br@Pd@APBx@Ep@BjAArALr@@`@DTb@pIJp@j@~BHf@Bf@DlC^tAJXBTHZZ`@R^Nj@JRXnAHDV@XRPr@Jn@Bj@DLRNJDFAHFP^T|@\v@RRJDr@l@Z\H?`@Qd@KJu@Hc@,2
15,2,Morning Run,5044.2,1591,1663,35.6,Run,0.0,3627678485,F58B51DC-141F-4B48-B84D-D8B42EBB7304-activity.fit,3872728790.0,2020-06-17T08:16:18Z,2020-06-17T09:16:18Z,(GMT+00:00) Europe/London,3600.0,"[51.592924, -1.792892]","[51.594026, -1.793368]",,,,51.592924,-1.792892,0,0,0,1,0,False,False,False,False,everyone,False,,False,3872728790,3.17,7.3,False,False,False,123.9,91.9,0,0,False,38178931,1,a3627678485,wv{yHrd}IB?@CRaC?MNdAD??BAPb@dB`@p@d@ZPb@`@\d@r@JHFBn@n@NVD\H\d@v@Jh@Jv@DdAHn@DbAPT@CFCDVJVZXb@r@HCHFJ?NGp@_AXW`@{@J]Hq@L_@^uBNyAd@gCJoAZkB@_@CMh@gBRa@DO@IGe@W}A?_@ESEgAEMCaBH_AGWKIAETuBVuANkANe@F_@@sAHqBZuBFeALo@\sDj@{CHa@dAeD`ByCVu@t@sAH_@`@a@?E@FDDFc@TUd@m@NYHYbB{BJWFsB?QLmCG}BBw@Cq@?o@[oD_@_CMKUGsBWw@EU@YCaACg@KIDKLWdAKJOAUQ?KGMEYKO_@Ye@i@WQMEi@a@_AUe@WGMEDMAs@a@k@U}@Go@Qk@KM?WFc@Dy@IE@GJAl@KVETQ^SLSDa@b@IBMJ_@JEAa@BIFCCC@S\WLQVQLGP[ZIPMJQVERA]BQAKACSEIII?ONYn@u@rAa@\Yd@YXMFUVG\@l@Qn@MPoA\[BKFK@SLi@n@YLURWJYNcA\c@r@k@`@IL]v@QVO`@y@tAKVe@j@GLI`@Dr@EtBMf@Y`@IDI\?RHP@L@fBR|@Bx@Fl@ATENBVAr@@d@CJ@f@f@nAD`@?f@Xv@@l@ApADlAPlBBdAJv@KtEDr@^zANf@BBD?FFVf@`AvCJP|@^^f@Rd@T`@b@^^NDDDVDPBTNTRb@b@^^PTPVf@HHLBHNDAJIFUDGD?NK,2
16,2,Morning Run,5012.1,1644,1737,37.4,Run,0.0,3611394687,B8AFCA13-83EF-49BB-916E-6FF9AE7D3E03-activity.fit,3855372960.0,2020-06-14T07:19:42Z,2020-06-14T08:19:42Z,(GMT+00:00) Europe/London,3600.0,"[51.593167, -1.792905]","[51.593568, -1.793258]",,,,51.593167,-1.792905,0,0,0,1,0,False,False,False,False,everyone,False,,False,3855372960,3.049,7.6,False,False,False,123.2,90.8,0,0,False,38178931,1,a3611394687,gx{yHtd}I@CHDBAPj@DETo@BB?G@@BA@GHKJDRfA`@z@LDNVBP@b@E\DJLLDFFTPNH`@@t@DPJVT^Rl@PHBAJHJATbBLNPJ\r@DJJl@ADBEN\NNf@Tf@x@F@XMLIdAgAXQv@kBLgATcADa@HODi@AQBMLSPeADw@TsALwA@u@l@mBP[DYK{BUqACc@GO@w@LoA?IAMUq@Cu@H]HML]DSRc@T_AF]BwALq@Ce@Po@HcARiA@i@F_@Xk@d@cBf@mCFi@Dm@J]De@BIDCJ]H_@Rq@Ny@Ty@JOVm@Xc@l@uALe@?YFUNMVi@DONY^]Na@V]PMDQx@eBFc@G}BDk@BmAEoAB{@C_Ae@iGWgBCGEEOEe@AeA@}@E[@WEg@AcAKGDAJOXIVMJOASICUKUy@k@WI[[MIMC{@k@m@Yc@US@e@Yk@Ua@YSEWKMAYQIAw@@YDYASEWAGDEbAWj@KNc@TKR_@Zi@TWFI?GFI?MLODMNULUh@m@f@SHOJY\Sb@ILQf@IHGPS`@_@Zm@b@a@j@_At@U^a@N[Ra@NSLe@Ng@ZMBYNQBWRo@ZULg@LWb@SROTQNMPMb@GFS`@SRYv@ONSd@m@hACH?r@C^@rAKXg@l@I`@C`@H|@AlCHdABdAFPDf@@l@AfB@j@Fj@@~ADZDbAJv@@\RjADx@Ax@ZtAHLDZDpCLp@LjAVnAJ\Dn@H|@Lf@Fl@BHHHXDTJb@\NRDNBVPRBBHCf@NhAHNXF^Vv@x@t@^p@@FZBNDfAHPGF?PKJALQJENY,2
17,2,Morning Run,5009.7,1765,1765,35.5,Run,0.0,3596677770,2B240FDD-8964-4523-821E-7F547CC762A7-activity.fit,3839731437.0,2020-06-11T08:28:50Z,2020-06-11T09:28:50Z,(GMT+00:00) Europe/London,3600.0,"[51.593325, -1.793069]","[51.593884, -1.793547]",,,,51.593325,-1.793069,0,0,0,1,0,False,False,False,False,everyone,False,,False,3839731437,2.838,7.0,False,False,False,123.2,90.7,0,0,False,38178931,1,a3596677770,gy{yHte}I@ORIBENAHDJ?DAVUBY@AHd@l@`BPTVl@NRZp@f@l@HPHp@Pr@Tl@NR^r@Xx@^pBNXBB@CJPHZ@TDRFNRPFRB@@CPCTQNGZLF@LKh@IRKXYf@y@Xk@La@\aCHSDi@X}ANaAJmAVuBXcB?QZoAAcACQIkAKs@ASFWASFq@FmBCS_@_@Aa@f@aC\u@J[LuAFoAj@aETcC^gCTeA^gD`@aBTk@Z{A\s@\iAd@q@^cAT_@TyANa@f@]`@i@HWFGPINQVm@l@_AFYDsB?UPaG?{@OgCScCYaBGGGOEE{@KECkAIq@Ci@@a@Ii@CSGWAOHQn@Cf@MKGCOBIICQ_@i@y@i@QS_@W{@e@a@Ge@MQYMEUYKCOQMIUEU?UGo@I[UICo@As@Ly@CQFGLSzA_@h@[TCAG@a@\MBIHSHQ?QL[FGBS\ITU\QBOHQXQNIPODKPIDORU|@W\[t@ONWLY`@YXUHg@`@S\UFk@ZUFYNWJM@a@NORSD[Vg@RWB{@`@o@`AONUJQNMj@IF_@r@oAbCOPYf@AV@h@F`@MdBCLSZ?FOZ?HH\@ZIvAFl@G|@Dj@CR@dBGt@@z@GZAp@Db@FPRpALZHv@F`@DLGf@DN\jC?^CP@h@BPBCB@Hb@JhAAb@F`@@f@D^Vx@V\Zn@NF`@x@\vALt@JRn@d@NZDTA^FLPRf@ZZ^Zj@HJT^Pb@JNRRl@Tj@^PZNLH@BL^JJGLi@DG,2
18,2,Morning Run,5155.8,1622,1657,38.7,Run,0.0,3581635674,DC20D6AF-BA72-40A2-AC51-D5610C3CF1E2-activity.fit,3823913503.0,2020-06-08T08:26:25Z,2020-06-08T09:26:25Z,(GMT+00:00) Europe/London,3600.0,"[51.592925, -1.79295]","[51.593499, -1.793149]",,,,51.592925,-1.79295,0,0,0,1,0,False,False,False,False,everyone,False,,False,3823913503,3.179,7.2,False,False,False,123.2,90.7,0,0,False,38178931,1,a3581635674,wv{yH|d}I?A?BTa@Lg@@s@H]DGBB?l@Nl@FLPrALZLPb@jATpARb@@VEl@?XHr@|AnCr@jC?DEFAJHj@b@f@\NLARTNGLNJYPGLO\Kd@a@RK\AREFILCJMRQXy@^cC@[CYRq@BSPuA@e@N{@PuA@g@Ee@BSd@{AHOFY?e@Cq@O_A?SQiB?k@F}@@kAEc@Qa@BWHa@^q@FQZ]HSFo@TmAX}BHmAVmBJmAPgAXcCx@gEBo@r@qBF_@Ni@j@sAh@cA\kA\i@JWD[\aAj@q@LWJc@b@S~@oADKHq@@WWeCA_@B_DDcAAa@K}A?_@Iq@OgCSiASKa@EaAC{@@_ACi@@iAIG@g@j@CJ@p@K?e@WA[cAmAiAy@e@SQEMIUGm@]MMG@MGwAaASEi@EQIiAQ}@PK?UGO?IBCNBPCH_@l@Sj@MNKF?DILc@X[FMFK@GDQ?OLK@_@f@CDKHQXMHK@Ud@WTI@UVULILOb@CZSPCHAHEFw@f@IN[ZIPYRWXe@r@WDk@Zo@XQBq@b@QF[XMBk@`@_@F_A\_@l@{@n@OTGXQRCN]j@GRe@z@]d@UTEFAj@@v@EpBMb@MLGNIFCHCn@I\ErA@ZHh@SnAIR@x@E\FfAMb@@HAZ@Pb@jFTdANfAVjAFp@Jf@b@jBCdABnA?h@D~@ZbBLb@Hn@ThAHJBh@Xh@RLDVZZFT?LFJLFBAZTNBPC^HDBNZNNBXPf@\^\Vb@FPLXBNFd@b@V@LDV?XEP@NIFBZALGFO^],2
19,2,Morning Run,5140.2,1685,1762,35.2,Run,0.0,3566448863,A8819EC9-8C56-404C-B33B-FB8A3F867431-activity.fit,3807855576.0,2020-06-05T08:11:06Z,2020-06-05T09:11:06Z,(GMT+00:00) Europe/London,3600.0,"[51.593114, -1.792838]","[51.593401, -1.793251]",,,,51.593114,-1.792838,0,0,0,1,0,False,False,False,False,everyone,False,,False,3807855576,3.051,6.3,False,False,False,123.2,90.8,0,0,False,38178931,1,a3566448863,}w{yHfd}I?NDCDKGQGAABFLFABMBCh@WJ@@EHN@AHTRXVd@JVLNt@dBh@|@^z@FjAFPLPJ\FbCJt@Bh@H\?LDFLBTj@PVPLr@XVTRDREz@m@VAPGj@i@p@eAZ{@XwANg@CQ?MTkA`@wC?eAPmB?g@`@sAVq@D_@Cs@My@Ci@McACu@AGH_BFSKk@]g@@g@AIb@kAZmAJm@BeADSFqCP_AHWXwAHq@HuANeAd@uBPwA\gAPo@D_@`@cAr@_CDKVYr@}@X_AN]Jm@v@{@P_@VWHELo@LGL[\WHUZk@FYIsABkBJ_E?e@G}BQ{BC{@GSSiB[OWEg@?]Ci@?{AKg@Di@GOBUHUb@E^ABS?[UIe@KMaAw@yAy@y@[]SSGOOSJGS[g@QOi@GIEg@OSEUIWE[Ba@Hc@@[?]ICBKd@?d@Ib@OVk@v@OJM@KJMBOLYAM@UPWLC?ORGDS\IDUXMTGBUROFGNQNCFMHGL[`AONYf@a@XUVOFSXMH_@\UVMXg@PWVYNYBa@PIHYLODWVW@MFUTq@ZMBa@NWVe@j@YRILm@nA_@|@_@j@Sf@WTQVEN@h@CTBz@Aj@Yt@QNIh@C^?VELG|@Bh@TvADz@CXED@d@IbBBXFRBb@Lv@@VJbAH`@NhA?lACf@HfACBBj@CpAN|@JfBAp@In@@`AFr@BNVn@H\Zb@B`@Vx@J`AR\bAr@d@`ARTf@PH@l@A\D\PJLFRHj@LLJR\XPTLXNFRX^NVB\Jn@@`@HFEZm@^e@,2
20,2,Morning Run,5000.0,1800,1800,0.0,Run,,3551316560,,,2020-06-02T08:23:27Z,2020-06-02T09:23:27Z,(GMT+00:00) Europe/London,3600.0,,,,,,,,0,0,0,1,0,False,False,True,False,everyone,False,,,,2.778,0.0,False,False,False,,,0,0,False,38178931,1,a3551316560,,2
21,2,Morning Run,5117.2,1782,1830,35.8,Run,0.0,3524295751,4C1786B0-4D7E-4BA2-9A86-DFDF4387BAF4-activity.fit,3763237178.0,2020-05-28T08:13:17Z,2020-05-28T09:13:17Z,(GMT+00:00) Europe/London,3600.0,"[51.593203, -1.792905]","[51.59339, -1.793095]",,,,51.593203,-1.792905,0,0,0,1,0,False,False,False,False,everyone,False,,False,3763237178,2.872,6.0,False,False,False,122.6,90.6,0,0,False,38178931,1,a3524295751,ox{yHtd}IBDBCDECEFC@@@EBC@GHCHUF?HEHK@LARFv@LZNZBH?LD@BJARPj@Fj@Jp@D@DABHD?DBV`@H`AVVV^L~@l@`Cr@n@BDBj@HCB@PCD@LRd@VLDTLf@Z^\^BLEXWRUh@cAN_@@YAIPa@V{ADa@RSVs@FUFi@d@}ATuALe@ZoCLm@JQHc@B[?W_@eDAYM_AHgB?WKo@We@?k@D]n@wAZaALi@?i@BYAi@PsDJu@P_CP{@JWLcATy@Fa@Tu@F_@FQ?a@F]^iAV_@Ps@Do@h@oALa@r@qA^aATa@D[FOPUJODADOJOFG`@SLSPOh@qADOFEZg@F[Bc@AeAI}@BoABe@FsBAkBE[E{@M_BKc@Iw@Me@OYSK{ACQE]AQEiABSEUBa@GE@SV[h@G^C@EAKCWUEIASGQQYwAgAMEUOMCUO]Io@[KCGKm@UUEw@i@]GY?YIUQc@IY?WHs@MQFQ~@_@r@EVITSJAAE@MHIJUJ]Xu@PORUF]XOXa@j@QNUHMHg@`A[\KZMVMX[l@w@p@u@h@_@^W^EBiAXYLcAZa@Hc@ZQR]Pa@H[PMBULw@lAKJIDIFQl@a@l@e@z@S\OLM`@Wf@ELGbAAtBGPUVKVKd@AXDj@Ih@?^Bp@Rv@Fx@Ad@Fh@KjANT?r@Ep@Hd@?THn@@\CN?l@Fh@?TFh@?PN\A`AGf@Df@@n@DJDj@NPV`@A^FXDb@B`@?|@D^Bd@Xl@Nb@Dd@DLFd@?`@F^@n@Bb@Rb@VDJANJPVLd@Zp@DBNAFBRLn@FNHNLLXFTDj@DPT`@b@\^DhAh@N?NJPAp@WZ@LGL]Z]RO,2
22,2,Morning Run,5099.4,1756,1817,36.2,Run,0.0,3507873145,9C4E1A89-A529-49C3-9B0C-DC196BE43807-activity.fit,3745958900.0,2020-05-25T08:28:39Z,2020-05-25T09:28:39Z,(GMT+00:00) Europe/London,3600.0,"[51.593113, -1.793037]","[51.59333, -1.793121]",,,,51.593113,-1.793037,0,0,0,1,0,False,False,False,False,everyone,False,,False,3745958900,2.904,7.1,False,False,False,123.2,90.9,0,0,False,38178931,1,a3507873145,}w{yHne}IBBCFC??DFGB@JQPI\ERKH@GVED?Vj@nBH\HFR\JTRFNNNJd@l@Vx@v@fBD|@Lx@FRJB@FHp@DJLf@P@fAh@f@f@JP@HF?PKl@o@TMTc@NINS`@w@Ro@P_ARyAF[@SCWb@cBJkAP}@F_ALQFm@PeANa@Hc@@[Co@SgCKm@A]PwB?a@GWa@g@?e@Jm@TaAx@eBBa@DcCJgBFs@H[L{@JqAXs@j@qCJ{@T_Bd@aCNe@PmAX_B@GLOZOTQLO^eAVWT_@L]BQRINSNe@DINIl@kAFILEJML[`@a@LU@K@s@A_BDgA@{AA_BIy@?m@SqDOs@QcBGSKMYMaAMKAIDK@c@CUEe@@_@Cq@B[GMAKFKl@Uh@KDSCUKAk@KOm@i@sAy@w@a@e@M_@Yk@YMKsAe@OGKAg@Mi@Wo@@]HUCOKYECBGf@i@pAKh@MLSBOLEFYLILGBWFY?YNMBa@XGHM`@KJEL]XEFSLyAtBg@lA_B|ASZa@VKHILWPUJ]FUNi@T[BYLaAd@OLQJg@Lc@XSFIFWd@aAdAKXKd@INi@v@Yh@w@jAEPGp@E~BE\e@l@CPGNAVB`@MlABd@F`@Ab@?bABLBBF\?ND`@@t@Lh@C|AF^?HBFDd@LVJz@?ZCNJzA?bABHAn@FV@VCN@LFf@DFBTJVNj@Df@@z@GnATlBl@nBDX?VD\R~@JX?\L\NBBFJ?DDHBLJP\@^RTDBLCTVLD^HLARBFHDLLn@b@x@\Zl@Zb@NXVLAJBHJFATGXO^GN@J[FGZM\Q,2
23,2,Morning Run,4984.1,1905,1905,35.5,Run,0.0,3492302392,FA69E8EE-78C0-4AAE-98AE-5A2823588713-activity.fit,3729403637.0,2020-05-22T08:41:21Z,2020-05-22T09:41:21Z,(GMT+00:00) Europe/London,3600.0,"[51.593139, -1.793127]","[51.593726, -1.793418]",,,,51.593139,-1.793127,0,0,0,1,0,False,False,False,False,everyone,False,,False,3729403637,2.616,5.6,False,False,False,123.2,91.0,0,0,False,38178931,1,a3492302392,ax{yH`f}IE[Q_A@X@_A\pC\x@GPKDAC?IV[LcADCF?JCD@@E@?It@Db@DHd@`Aj@z@JFf@Dj@VDPFlAJj@fAvAL`@LJPVDTJNFPDf@JVJJFV@?NSF@DBFRPZD^NRPJJRPAp@g@d@q@f@aANc@^wAb@cC?YB]DOXmBBa@XwBDsA`AiC@YKw@Cs@YiCFk@C[HcAEi@EKQODi@V_At@gBR_@BOPMZu@XyAPyB@oAPeDHYHm@JgAR{@@g@XuALqAX}@R_ATe@Li@LWRS\k@@MFKDQ?UCC@QZkALUBIRQP@TKv@eATy@JUF_@LGHSJI\cACgCDsANoA@eAGgEQy@M}AS}AEUO[_@Ka@@e@Gw@Ca@@m@Ik@BSCu@AED]`AED[DUOKQBEIUKMoA_Ay@e@_@Yy@a@WIKKMEMIu@UUKQMQAc@Go@WeAAa@Dq@CGN?^Il@?Z{@l@YCSLa@J[TYFa@ZMD_@^S^MN]Ta@f@GBIROJOXMLK^u@rA}@`AQVkAhAQVKFsBf@WJI?i@\MDUPWLIFSDqAf@WRwAjB_@~@Wf@SVWh@s@fAUh@CXBf@AvBAJg@r@IREZ@\GZAr@@VFb@Jb@Df@F`@Ah@BXADB`BDX@h@Kf@Jn@Bz@XjB?f@Hh@FT?t@BjAH~AXdAPd@CJFh@ATDXAh@G^?HNt@@TJ`@Df@NVHt@DvAR|@Fz@LRn@^Xd@Df@FPNHJJR?TBTGL@TD\VVJHL^~@Zb@l@\RF\XVVFBDEXF\SHCj@Y,2
